title,text,site,date,category,class,url
Democrats Panic After Kamala Harris Ages 40 Years In Single Night,"WASHINGTON—Arriving for a campaign strategy session with the vice president and staring in disbelief at her frail, hunched-over form, top Democratic Party officials reportedly began panicking Monday after they discovered Kamala Harris had aged 40 years in a single night. “What the hell happened to her? She was only 59 yesterday,” the visibly distraught DNC chair Jaime Harrison said after the party’s new presumptive nominee began to ask him who he was and then trailed off, her cloudy eyes glossing over beneath a wisp of stark-white hair and her skin now wrinkled and liver-spotted. “She’s been rambling about all kinds of nonsense, and she keeps calling everyone “buster.” No, Madam Vice President, I’m not your stepson, and I’m not here to take you back to California. Goddammit, she’s too far gone to even formulate a coherent argument for abortion rights. Someone better call [California Gov. Gavin] Newsom and make sure he still remembers his own name.” At press time, sources confirmed prominent members of the party had  been instructed to quickly shift their support to a spry, cogent 31-year-old Joe Biden, who had somehow de-aged 50 years overnight.",The Onion,2024-07-22T18:55:00+00:00,Politics,Satire,https://theonion.com/democrats-panic-after-kamala-harris-ages-40-years-in-si-1851601473/
Congress Bans Roofs,"WASHINGTON—In response to the attempted assassination of former President Donald Trump at a rally in Pennsylvania over the weekend, Congress moved quickly to pass legislation Monday that bans the civilian use of roofs. “As our country continues to reel from this horrific event, we in Congress have taken action by enacting a nationwide ban on all roofs, roof terraces, and balconies,” said House Speaker Mike Johnson, explaining that the would-be assassin, who shot at and nearly killed Trump from atop a building 430 feet away, highlighted just how lax U.S. laws had been in addressing the threat of widespread roof access. “As we saw on Saturday, the risks of Americans having roofs is far too great to continue allowing our homes, schools, and other buildings to be covered in any way. In terms of public policy, this would seem to be the best option available to us.” Critics of the bill argued that its effectiveness may be limited due to a loophole that would still allow future assassins to fire out of a building’s windows.",The Onion,2024-07-15T22:00:00+00:00,News,Satire,https://theonion.com/congress-bans-roofs-1851592883/
News Happening Faster Than Man Can Generate Uninformed Opinions,"NEW  YORK—Calling out the unsustainable pace at which historic events seemed  to be occurring, local man Brad Gifford told reporters Monday  that important news stories were now happening faster than he could generate uninformed  opinions about them. “Look, I’m trying my hardest to scrape together  confused takes about everything that’s going on in our country, but it’s  getting harder and harder to come up with enough incoherent perspectives  to meet the moment,” said Gifford, who emphasized that he had already felt  stretched thin devising a superficial and deluded reaction to the Trump  assassination attempt  before Biden’s withdrawal from the 2024  campaign sent shock waves through the race. “Frankly, I’m exhausted here.  Just as I’m putting the finishing touches on a worldview about a topic  that I don’t have even the faintest inkling about, it’s like three more  news stories pop up out of nowhere in an arena where I genuinely have no idea what the fuck I’m talking about. And again, I really don’t know  jackshit about anything at all, so how am I supposed to keep up?” At  press time, Gifford added that the only thing helping him keep his head  above water was that he did not have to research or think about his  opinions at all before putting them out into the world.",The Onion,2024-07-22T17:50:00+00:00,Local,Satire,https://theonion.com/news-happening-faster-than-man-can-generate-uninformed-1851601466/
God Forced To Shave Head After Contracting Plague Of Lice,"THE HEAVENS—Saying He had no choice but to target the painful, itching sensation directly at the source, God Almighty, Creator of the Universe, was reportedly forced to shave his head Thursday after contracting a biblical plague of lice. “Yesterday, a misdirected divine commandment resulted in all the dust of the heavens turning into lice and swarming through My celestial kingdom,” spake the Lord, adding that He had laundered His heavenly robes using the machine’s highest temperature setting and washed His flowing gray locks with lice shampoo but was still not rid of the blood-sucking insect plague He had brought down upon Himself. “So I’ve been forced to cut off the hair I’ve spent millennia growing out. And if this special nit comb I bought doesn’t work, I’ll have to shave My beard too. Then I’ll really look like an idiot. Or worse, a skinhead.” At press time, sources confirmed a clean-shaven God was looking in the mirror and trying to determine if He could pull off wearing a fedora.",The Onion,2024-07-11T10:00:00+00:00,News,Satire,https://theonion.com/god-forced-to-shave-head-after-contracting-plague-of-li-1851580149/
Environmentalists Warn U.S. Running Out Of Small Wooded Areas Where Buddies Can Smoke Up,"WASHINGTON—In a sobering report on the impact of climate change and deforestation, U.S. environmentalists warned Monday that the nation was running out of small wooded areas where a group of buddies could smoke up. “Sadly, accelerating levels of industrialization have led us to a point where our nation’s stoner communities are being severely threatened, with their habitats disappearing at an alarming rate,” said environmental scientist Jill Krick-Nelson, adding that the past year had seen a marked increase in real estate developments destroying chill-ass groves previously frequented by young Americans, who use such places to smoke low-quality cannabis from a poorly rolled joint or a pipe fashioned from aluminum foil. “Without these shaded, secluded areas, millions of American teens have been displaced, making them vulnerable to parents and police. Despite conservation efforts, these endangered populations of buddies will soon be left with no place to get super baked except for truck stop parking lots or the rare garage of a divorced parent.” At press time, Krick-Nelson added that, without an increase in preservation efforts, such teens could also be left without secluded overlooks wherein to sexually experiment in their cars.",The Onion,2024-08-05T10:15:00+00:00,News,Satire,https://theonion.com/environmentalists-warn-u-s-running-out-of-small-wooded-1851609190/
R. Kelly Petitions Supreme Court To Watch Him Pee,"BUTNER, NC—In their latest attempt to have the “Ignition (Remix)” singer’s 2022 conviction for child pornography overturned, attorneys for disgraced R&B star R. Kelly petitioned the U.S. Supreme Court on Monday to watch him pee. “Today we ask the court to grant review in this case so that Mr. Robert Kelly is given the opportunity to pee in front of the honorable justices while they watch,” defense attorney Jennifer Bonjean wrote in a petition for certiorari, noting that R. Kelly had already filed a preliminary motion for the exposure of his penis in open court. “It is our belief that the federal judiciary should not infringe upon the defendant’s right to spray his golden shower before the bench. To deny this appeal would be to undermine the First Amendment’s guarantee of free expression as it applies to Mr. Kelly’s exercise of limitless, unfettered pissing at any time and place of his choosing.” At press time, sources confirmed R. Kelly’s lawyers had withdrawn the petition at their client’s request after he discovered all nine Supreme Court justices were above the age of consent.",The Onion,2024-08-05T16:50:00+00:00,Entertainment,Satire,https://theonion.com/r-kelly-petitions-supreme-court-to-watch-him-pee-1851619802rev1723482404693/
Federated Union Of Bear Cub Carcass Dumpers Endorses RFK Jr.,"MONTPELIER, VT—Making the announcement from the steps of the powerful organization’s national headquarters, the Federated Union of Bear Cub Carcass Dumpers endorsed Robert F. Kennedy Jr. for president on Monday. “The Federated Union of Bear Cub Carcass Dumpers stands 100% behind Robert F. Kennedy Jr., the only candidate in the 2024 to have earned an A grade on their bear-dumping scorecard,” said FUBCCD president Walter Hudkins, who endorsed the independent candidate on behalf of the organization’s 300,000 dues-paying members. “Leaving the carcass of a young black bear in the middle of Central Park is exactly the kind of leadership quality this country sorely needs. In addition to this endorsement, we will be making a $50 million donation to the pro-Kennedy super PAC Bear Dump America. Remember, we dump bear carcasses, and we vote.” At press time, Hudkins added that in contrast, former President Donald Trump had a measly C rating from the organization.",The Onion,2024-08-05T17:22:00+00:00,Politics,Satire,https://theonion.com/federated-union-of-bear-cub-carcass-dumpers-endorses-rf-1851613425/
Glen Powell Opens Up About Dangerous Stunt Work Filming With Sydney Sweeney’s Breasts,"AUSTIN, TX—Giving his fans a glimpse behind the scenes of his work as a top Hollywood leading man, Glen Powell opened up to reporters Friday about doing his own dangerous stunts while filming with Sydney Sweeney’s breasts on the set of last year’s hit rom-comAnyone But You. “None of that was CGI—I was really being pummeled by those things,” said the 35-year-old star, who explained that the movie’s producers opted to shoot his scenes live with Sweeney’s actual breasts rather than having him perform alone in front of a green screen and adding the cleavage in post-production. “I came home from the set pretty beaten up every day, but it was worth it to get those raw reactions to the breasts in real time. It’s stressful, though, because a single mistake in the blocking of a scene can put you in the hospital. Thankfully, we had a lot of stunt professionals working with us to make sure nothing too serious happened—although I did get a black eye from the left one.” Powell added that his mentor Tom Cruise had given him a lot of helpful advice from his experience filming with Salma Hayek.",The Onion,2024-08-16T18:52:58+00:00,Entertainment,Satire,https://theonion.com/glen-powell-opens-up-about-dangerous-stunt-work-filming-with-sydney-sweeneys-breasts/
JD Vance Accuses Tim Walz Of Stolen Valor For Wearing ‘Grill Master’ Apron,"WASHINGTON—Lambasting the Democratic vice presidential candidate across social media platforms, JD Vance reportedly accused Minnesota Gov. Tim Walz Tuesday of stolen valor for wearing an apron that said “Grill Master.” “Tim Walz is a liar—he has never attained the rank of grill master,” said Vance, attacking Walz for misrepresenting his culinary record in what he claimed was an affront to the real, brave grill masters who wielded spatulas every day. “I know for a fact that Tim Walz was indoors, in the kitchen, when he wore that grill master apron. I wonder, has he ever been on a real deck? I heard he even abandoned his barbecue when the ice cream truck went by.” At press time, Vance was fending off criticism that he himself had only ever used a George Foreman electric grill.",The Onion,2024-08-13T18:57:35+00:00,Politics,Satire,https://theonion.com/j-d-vance-accuses-tim-walz-of-stolen-valor-for-wearing-1851621120/
Everyone In Restaurant Jealous Of Toddler Who Gets To Wear Pajamas And Watch iPad,"ALBUQUERQUE, NM—Expressing their envy at the child’s obviously superior dining experience, everyone sitting in a local restaurant Monday was reportedly jealous of a toddler who got to wear his pajamas and watch an iPad for the whole meal. “I can’t believe this! He doesn’t even have to talk to anybody or pay attention to what’s going on around him—he gets to just sit and watchBluey,” said Ray’s Italian Bistro patron Finn Delamore, echoing the sentiment of dozens around him who reportedly couldn’t help but cast longing looks at the 2-year-old whose eyes were glued to the screen in front of him, his hands clasping a bright red toy fire truck. “Look at him sitting there in those comfortable jammies, laughing his ass off at Bandit and Chilli as he chows down on little pieces of cut-up chicken. Meanwhile, I’m in my stiff dress shirt, making stilted conversation and eating osso buco like an asshole. What I wouldn’t give to trade places with him.” At press time, onlookers had become even more jealous after the toddler got to relieve himself without even having to walk all the way to the restroom.",The Onion,2024-09-02T12:00:00+00:00,News,Satire,https://theonion.com/everyone-in-restaurant-jealous-of-toddler-who-gets-to-wear-pajamas-and-watch-ipad/
Horrified Taylor Swift Realizes Football Happens Every Year,"KANSAS CITY, MO—Growing increasingly alarmed as she stared at her boyfriend Travis Kelce’s upcoming 2024 schedule, a horrified Taylor Swift reportedly realized for the first time Friday that football happens every year. “So football…that’s not just a thing Travis did last fall for a couple of months—that’s something that’s going to happen again and again?” said a wincing, shuddering Swift, who added that she had assumed she would never again need to dress up in Chiefs merchandise, buy out stadium boxes, or hang out in Kansas City after Kelce and his team won the Super Bowl last year. “Oh wow. I thought Brittany Mahomes was joking when she said she’d see me again soon. How many games are there this year? 17? And that’s not counting the playoffs. Hoo boy. Guess I better start scheduling more stops on the Eras tour.” At press time, Swift was seen googling how long it took for CTE to kick in and end a football player’s career forever.",The Onion,2024-09-06T17:57:58+00:00,Entertainment,Satire,https://theonion.com/horrified-taylor-swift-realizes-football-happens-every-year/
Trump Avoids Answering Hard Questions By Pretending He Shot In Ear Again,"PHILADELPHIA—Deflecting moderators’ efforts to pin down his policy positions during Tuesday’s presidential debate, Donald Trump reportedly avoided difficult questions throughout the evening by pretending he had just taken another bullet to the ear. “What? I honestly can’t hear you right now because someone’s trying to murder me and I’ve been shot in my ear—again!” the former president replied when asked by ABC’s Linsey Davis about his shifting stance on reproductive rights, later pointing to his ear and moaning loudly when invited to explain why voters should support him in 2024 given his efforts to overturn the results of the 2020 election. “Ouch, ouch, this really hurts! You seriously expect me to talk about the four different criminal cases against me when I’m up here bleeding because of an attempt on my life? You should spend less time asking about Project 2025 and more time finding the guy who definitely just shot me. Wait, there he goes! I’ll go after him!” At press time, reports confirmed moderator David Muir had been shot and killed by Secret Service agents tasked with protecting Trump.",The Onion,2024-09-11T01:41:22+00:00,Politics,Satire,https://theonion.com/trump-avoids-answering-hard-questions-by-pretending-he-shot-in-ear-again/
Man Replies ‘STOP’ To Political Fundraiser Text Like Powerful Wizard Casting Spell To Ward Off Mythical Beast,"CHICAGO—In an act of astonishing fortitude that showed he drew upon a seemingly endless well of mystic strength, local man Anthony Palmer reportedly replied “STOP” Thursday to a political fundraiser text like a powerful wizard casting a spell to ward off a mythical beast. Sources confirmed that moments after receiving the Kamala Harris fundraising message, the accountant typed out his short reply with the certainty of one familiar with an ancient elven tongue summoning an arcane incantation known as the Shield of Thar’Ghal to protect both him and his party of halflings and dwarves from a charging monster escaped from the depths of the underworld. Several reports indicated that as Palmer leapt into action to counter the malign text, he mumbled to himself with distaste not unlike a wizened sorcerer from the Far Westlands bellowing, “Begone, ye evil creature!” According to bystanders, the accountant’s fingers then confidently tapped out the four capital letters of the unstoppable reply as if he were using an unimaginably powerful staff to draw out the Elements of the Earth and Netherearth that would allow him to fend off the most ferocious of Darklings. At press time, Palmer was said to have sent off his reply with satisfaction, only to then receive a separate text from Bernie Sanders begging him to help, much like the wise-but-arrogant enchanter feeling the grasp of one of the monster’s tendrils around his ankle just as he turned his back.",The Onion,2024-09-12T12:00:00+00:00,Local,Satire,https://theonion.com/man-replies-stop-to-political-fundraiser-text-like-powerful-wizard-casting-spell-to-ward-off-mythical-beast/
Scarecrow Has Double Ds,"AFTON, WI—Remarking on the hay-stuffed decoy’s surprisingly shapely form, passersby reported Friday that a scarecrow in a local cornfield boasted double-D breasts. “Damn, she’s got hay in all the right places, don’t she?” area man Jim Bickford said to a group of visibly dumbstruck bystanders who either leered and catcalled or stood with jaws agape as they contemplated the ample, overstuffed bust straining against the straw mannequin’s faded, stretched-out blouse. “Them buttons is fixin’ to pop right off! Man, I wouldn’t mind getting my hands around those knotted nests of brittle sticks and hay. Her burlap face ain’t too bad, either.” At press time there were multiple injuries reported among local men who scratched their faces on stray twigs and straw while attempting to motorboat the scarecrow.",The Onion,2024-09-20T12:00:00+00:00,Local,Satire,https://theonion.com/scarecrow-has-double-ds/
‘The Onion’ Officially Endorses Joe Biden For President,"Throughout its venerable 268-year reign,The Onionhas always made it a top priority to endorse the correct presidential candidates. From George Washington to Richard Nixon to Donald Trump, this institution’s highly respected editorial board has had its finger on the pulse, and has accurately backed the winner of every single national election in this country’s long and storied history. Now, with our nation at a pivotal crossroads,The Onion‘s editorial board faces its most difficult decision yet. That’s why we have chosen to officially endorse Joseph R. Biden for president of the United States. To our loyal, handsome, and stunningly brilliant readers, please know thatThe Onion‘s latest foray into the 2024 election does not come lightly. In these unprecedented times of misinformation and political violence, everyone from left-wing activists to Silicon Valley megadonors attempted to dissuade us from endorsing Joe Biden at this moment in time. ButThe Onionand its six-member editorial board do not listen to outsiders. Nor do we listen to data, facts, polls, the U.S. government, or the widely panned Geneva Conventions. It is with great pride that this institution officially throws its full and unequivocal support behind Joe Biden, despite many across the political spectrum, including the entire Democratic Party, saying “it’s too late” and we are “doing more harm than good.” For months, our editorial board has agonized over this momentous decision. Initially, we’d hoped to publish our endorsement on June 27, 2024, in the hours after Joe Biden’s first televised debate against Donald Trump. Then, we’d hoped to publish it a few days later, following Biden’s highly anticipated July 5 interview with George Stephanopoulos. Now, on Oct. 2, 2024, we are finally doing what we should have done months ago: Buck tradition, put our reputation on the line, and take a position thatTheNew York Times,TheWashington Post, and other so-called “papers of record” are too cowardly to even consider this late in the election. Lest readers doubt the value of our endorsement, we ask them to remember 2016, when voter complacency almost put Hillary Clinton in the White House beforeThe Onionstepped in. Joe Biden may be young by Washington standards, but he’s packed a lot into 81 short years. He’s fought hard for working Americans, be they on the factory line or on the board of Blackstone Group. He’s stood up to everyone who threatened this great nation, from Vladimir Putin to Anita Hill. And he supports women and minorities, based on that seemingly random lady he chose to be his vice president. And soThe Onionhumbly requests that on Nov. 5 you remember our editorial board’s courageous, measured, and well-reasoned endorsement of Joseph R. Biden. But if, for some incomprehensible reason, this fails to resonate with the American public, we will be proud to endorse Asa Hutchinson as a backup. Tu Stultus Es, The Onion Editorial Board",The Onion,2024-10-02T15:10:12+00:00,Editorials,Satire,https://theonion.com/the-onion-officially-endorses-joe-biden-for-president/
Texas Sex Ed Class Teaches Boys How To Cheat On Pregnant Wife,"RICHARDSON, TX—In an effort to help his students one day navigate the harsh realities of an adult relationship, local sex ed teacher Robert Emerson reportedly spent class Wednesday teaching male students how to cheat on their pregnant wives. “Over the 9 months a woman carries a child, her body will change a lot, making it all the more necessary for you to have a hot young slam piece to bang on the side,” Emerson said before telling the room full of seventh-grade boys that it was perfectly natural for a man whose wife is pregnant to want to send flirty messages to beautiful women on social media, give his number to a hot young waitress, or hit on his wife’s attractive younger sister. “At 3 months, you’ll want to keep things casual and mostly send sexually explicit photos to your ‘lady friend.’ Then, by 6 months, you’ll likely have escalated to meeting up on weeknights at a local motel. By 9 months, your wife will definitely be suspicious and demand to see your phone, but that’s when you gaslight her and tell her she’s crazy.” According to sources, Emerson later distributed sacks of flour to all his students to simulate what it’s like to be a father turning his young child against their mother after a divorce.",The Onion,2024-10-02T15:06:11+00:00,News,Satire,https://theonion.com/texas-sex-ed-class-teaches-boys-how-to-cheat-on-pregnant-wife/
Sabrina Carpenter Completes Mandatory Service In South Korean Military,"SEOUL, SOUTH KOREA—Following the conclusion of her 18-month hiatus from music, pop star Sabrina Carpenter confirmed Wednesday that she had completed her mandatory South Korean military service. “It was the honor of a lifetime to do my patriotic duty by serving in the Republic of Korea’s armed forces, but I’m looking forward to my next chapter,” said Carpenter, who emphasized that she had learned a lot about herself during her time completing basic training, learning to operate field artillery, and serving as a guard in the demilitarized zone. “I’m so grateful to my fans for their patience and for keeping me in their thoughts. New music and even a tour is coming soon. Plus, my hair has finally grown out from that buzz cut, and it looks great. Stay tuned!” At press time, pop fans were reportedly crossing their fingers that Chappell Roan and Tate McRae would be discharged next.",The Onion,2024-10-02T15:04:27+00:00,Entertainment,Satire,https://theonion.com/sabrina-carpenter-completes-mandatory-service-in-south-korean-military/
North Carolina Family Informed Their Insurance Policy Voided Once House Gets Wet,"ASHEVILLE, NC—Saying he wished there was more he could do to help as he pointed out a clause that showed he didn’t have to, a representative from an insurance company explained to local residents Stan and Loretta Coleman on Thursday that their policy was voided the moment their house got wet. “Unfortunately, the coverage you paid for doesn’t extend to any situation where there is water in, on, or around your home,” said Pat Treacy, a claims adjuster at Countrywide Mutual Insurance who informed the Colemans that their policy had actually been voided the moment they first filled their bathtub or ran water from their sinks. “It’s industry standard, I’m afraid. Houses just aren’t meant to get wet. No insurance company anywhere would take on that kind of liability. If it’s possible to prove the house remained dry during the storm, and it just sort of fell down on its own, then maybe a case could be made for approving your claim.” Treacy went on to wish the Coleman family well and said he would keep an eye out for them on GoFundMe.",The Onion,2024-10-03T20:39:53+00:00,News,Satire,https://theonion.com/north-carolina-family-informed-their-insurance-policy-voided-once-house-gets-wet/
Grandma Who Survived Great Depression Casually Drops That She Once Killed Man For Mayonnaise,"LOUISVILLE, KY—In a wide-ranging conversation about the hardships and difficult choices her family had faced during the Great Depression, local grandmother Mary Sipple casually mentioned Tuesday that in August 1937 she took the life of a man who refused to give up a jar of mayonnaise. “She just crushed his skull with a rock and said a prayer while he bled out,” said Sipple’s granddaughter Sarah Green, explaining that her grandmother had managed to make the mayonnaise last until spring, right around the time the dead man’s body—which she had carefully weighed down and dumped into the Ohio River—washed up in the next county. “Grandma told me she was tired of having nothing to put between two slices of bread. So when she saw the man with his jar of Hellmann’s, she made him a proposition: He could either give her the mayonnaise, or he could die. I asked her how she felt about this now, and she just said sandwich spreads were hard to come by back then and the man had made his choice.” At press time, Sipple was reportedly listing on her fingers the various other items—eggs, flour, chewing gum, an Indian head nickel—she had killed people over during the worst economic crisis in American history.",The Onion,2024-10-08T19:41:24+00:00,Local,Satire,https://theonion.com/grandma-who-survived-great-depression-casually-drops-that-she-once-killed-man-for-mayonnaise/
Piss-Soaked Tucker Carlson Claims Demon Urinated On Him While He Slept,"BRYANT POND, ME—Describing the moment as a “transformative experience” that inspired him to embrace God and read the Bible, a piss-soaked Tucker Carlson claimed Friday that a demon had urinated on him while he was sleeping. “One moment I was asleep in bed, and the next, my boxers were absolutely soaked with what could only be the urine of an evil spirit,” said the former Fox News host, who added that while he did not previously consider himself a religious person, everything changed when he woke up to a rush of hot liquid covering his groin. “Lying there, I felt this terrible pressure in my bladder, almost as if a demon was sitting on it. Then it unleashed a torrent of urine that drenched my pajamas and my mattress, which still bear the scars.” At press time, Carlson claimed that embracing God had successfully helped ward off every evil spirit except for the one that occasionally visits him and covers the inside of his underwear in semen.",The Onion,2024-11-01T17:41:12+00:00,News,Satire,https://theonion.com/piss-soaked-tucker-carlson-claims-demon-urinated-on-him-while-he-slept/
Trump Calls Harris To Congratulate Himself On Winning,"PALM BEACH, FL—In a five-minute phone call that both campaigns described as largely cordial, President-elect Donald Trump reportedly called Vice President Kamala Harris Wednesday morning to congratulate himself on winning. “Madame Vice President, I want to be the first to congratulate myself on running one heck of a campaign, and to let you know I’m doing everything in my power to ensure the Trump administration has a smooth transition to the White House,” said Trump, telling an entirely silent Harris that it had been the honor of his life to have been in this race with himself, and extending his genuine gratitude for everything he had done to keep the race civil, even at its most heated. “I’ll tell you what, despite everything—I know it’s been a hard-fought race—but I’ve really always secretly admired myself. No, I’m serious here, I really am. Just believe me when I say this: Yesterday the better man won, which was me.” According to reports, Harris half-heartedly muttered, “Thank you, Donald,” before hanging up the phone.",The Onion,2024-11-06T15:22:32+00:00,Politics,Satire,https://theonion.com/trump-calls-harris-to-congratulate-himself-on-winning/
America Defeats America,"WASHINGTON—In a historic outcome that promised to halt the rising scourge of the United States in its tracks, America has defeated America at the ballot box, sources confirmed Wednesday. “After 248 years of tense and often divisive conflict, we can finally say, as of this morning, that the nation turned out at the polls and delivered a decisive blow to the nation,” said electoral analyst Kurt Howitzer, describing the results as a remarkable triumph of the democratic experiment over democracy. “It’s a stunning turn of events. But it really shows the power of one citizenry to come together and prevail over themselves. The message was loud and clear: We are sick and tired of our country, and we want it to end.” At press time, millions of emotional Americans had reportedly gathered on the National Mall in an impromptu celebration of their resounding victory over the forces of liberty and equality.",The Onion,2024-11-06T19:08:00+00:00,Politics,Satire,https://theonion.com/america-defeats-america/
"Man Forgetting Difference Between Meteoroid, Meteorite Struggles To Describe What Just Killed His Dog","TORONTO—Though he tried hard to recall what he had learned about space rocks back in middle school, local man Jason Nieto reportedly forgot the difference between meteoroids and meteorites Thursday, struggling to describe what had just killed his dog. “God, I always forgot which one is the kind that actually hits the ground, if that’s even the difference, so I’m not sure what just crushed Churro,” said Nieto, explaining that the meteorite or meteoroid—or maybe asteroid, if that was a category including all of them—came streaking out of the clouds while he was walking his Pomeranian in the park. “If it hadn’t left a crater where Churro was and had just burned up in the atmosphere, then that’s a meteoroid, right? One of them kills dogs in space in orbit, and the other kills dogs on Earth. I just can’t remember which is which. Oh wait, shit, there’s also just a ‘meteor’ too, isn’t there? What am I supposed to tell the vet when I bring the ashes over?” At press time, reports confirmed a stumped Nieto was frantically searching his phone to see if it mattered that the space rock had exploded when it hit his dog.",The Onion,2024-11-14T13:00:00+00:00,Local,Satire,https://theonion.com/man-forgetting-difference-between-meteoroid-meteorite-struggles-to-describe-what-just-killed-his-dog/
Every Movement In Man’s Burrito-Eating Technique Informed By Past Burrito Tragedies,"GLENDALE, CA—Rotating the tortilla-wrapped meal to consume the Mexican food in even levels, eyewitnesses reported Thursday that every movement in local man Eddy Azarian’s burrito-eating technique has been informed by past burrito tragedies. “You can see how he massages the outside to get an a well-balanced distribution of ingredients as he goes, so you know that’s a man who has lost some carne asada to a floor before,” said friend Mike Fuentes, who noted the concentration on Azarian’s face as he rolled down the foil to form an even and tactile seam out of biting range. “Just look at that grip, perfectly spaced and easy to shift on the fly. And then he rolls it at regular intervals, making sure none of the juices or grease pool in one area and leaks out. You know every memory of rice spilling out or guacamole getting lumped in a corner is running through his head as he works. The way he takes a bite from the center and then works to the exterior so nothing is at risk of spilling. He’s seen too many burrito catastrophes for one lifetime and he doesn’t want to experience one again.” At press time, Azarian was reaching for a napkin after propping up his burrito against a cup of fountain soda he assumed to be full enough.",The Onion,2024-11-21T13:00:00+00:00,Local,Satire,https://theonion.com/every-movement-in-mans-burrito-eating-technique-informed-by-past-burrito-tragedies/
