title,text,subject,date
Trump to announce review of vehicle emissions rules: sources,"WASHINGTON (Reuters) - U.S. President Donald Trump is set to formally announce a review of vehicle fuel efficiency rules locked in at the end of the Obama administration when he meets with automaker chiefs this week, according to two sources briefed on the matter. The move by Trump would be a victory for automakers after months of pushing the new administration to reconsider the rules, which they say would be too expensive, could cost jobs and are out of step with vehicles consumers want to buy. Trump will visit an autonomous vehicle testing facility in a Detroit suburb on Wednesday and meet there with chief executives of several U.S. automakers. His administration has decided to review the feasibility of the vehicle emissions rules, which apply to the years 2022 through 2025, sources told Reuters last week. Former President Barack Obama moved to keep them in the final days of his administration. Reuters reported on the planned announcement on March 3. A formal notice by U.S. regulators to restart the review is expected to be made public on Wednesday.  White House spokesman Sean Spicer said on Monday the trip is focused on “job creation and automobile manufacturing... highlighting the need to eliminate burdensome regulations that needlessly hinder meaningful job growth.” The chief executives of General Motors Co (GM.N), Ford Motor Co (F.N) and Fiat Chrysler Automobiles NV (FCHA.MI) (FCAU.N) will meet with the president in Ypsilanti Township, Michigan, along with senior officials from Japanese and German automakers, including Toyota Motor Corp (7203.T), Nissan Motor Co (7201.T) and Daimler AG (DAIGn.DE). Trump will hold a roundtable with CEOs and then make a speech to autoworkers and others. The U.S. Environmental Protection Agency had until April 2018 to decide whether the standards were feasible under a “midterm review,” but moved up its decision to a week before Obama left office in January. Automakers argue the vehicle emissions rules, which would raise the fleet average fuel efficiency to more than 50 miles per gallon (mpg) by 2025 from 27.5 mpg in 2010, will impose significant costs and are out of step with consumer preferences. They argue they need more flexibility to meet the rules amid low gas prices. Environmentalists, who favor the standards, say the rules will reduce fuel costs and greenhouse gases and have vowed to sue if the Trump administration weakens them. Trade groups representing automakers, including General Motors, Volkswagen AG (VOWG_p.DE) and Toyota, have asked the EPA to withdraw the determination finalizing the rules, which stem from a 2011 deal the industry reached with the U.S. government. Changing the 2022-2025 fuel rules will require a lengthy regulatory process and environmentalists and Democratic state attorneys general are likely to sue if the Trump administration significantly weakens the requirements. The Obama administration said in 2011 the changes would boost fuel efficiency to a fleet-wide average of 54.5 mpg, save motorists $1.7 trillion in total fuel costs over the life of the vehicles and cost the auto industry about $200 billion over 13 years. The fuel standards were a central part of Obama’s legacy on addressing climate change. In July, the EPA estimated the fleet would average only 50.8 mpg to 52.6 mpg in 2025 under the rules because Americans were buying more sport utility vehicles and trucks and fewer cars. Automakers briefed on the meeting do not expect the EPA to take action this week to attempt to prevent California from setting its own vehicle emissions rules. A Trump administration official confirmed it does not intend to address California’s authority this week. Reuters reported last week the EPA is considering taking steps to reverse California’s waiver under the Clean Air Act that allows it to set its own vehicle greenhouse gas emissions standards. Trump has repeatedly met with automaker CEOs since taking office and made boosting employment, especially in the auto sector, a top priority. ",politicsNews,"March 13, 2017 "
Trump criticizes billions in spending on U.S. air traffic control,"WASHINGTON/NEW YORK (Reuters) - U.S. President Donald Trump called the U.S. air traffic control system out of date on Thursday and criticized its $10 billion yearly price tag but stopped short of calling for privatization of the program. “I hear we’re spending billions and billions of dollars, it’s a system that’s totally out of whack,” Trump said during a picture-taking session at the White House ahead of his sitdown with airline and airport executives. His comments heartened advocates of privatization who have long sought to move away from the system they see as outdated.  “We want to get the government out of the role of managing the air traffic control system,” Gary Kelly, Southwest Airlines Co’s chief executive officer, told Trump during the picture-taking session.  The Federal Aviation Administration spends nearly $10 billion a year on air traffic control funded largely through passenger user fees, and has about 28,000 air traffic control personnel. Trump said he had been informed that ongoing modernization efforts to the air traffic control system were already obsolete by the pilot of his private jet.  “I hear the government contracted for a system that’s the wrong system,” Trump said. “It’s way over budget, it’s way behind schedule and when it’s complete it’s not going to be a good system.” The FAA has spent nearly $3 billion since 2007 to implement an updated system, “NextGen,” which would utilize satellites to monitor aircraft instead of radar and make other changes.     “NextGen is one of the most ambitious infrastructure and modernization projects in U.S. history,” the agency said in a statement. “The FAA invited airline stakeholders to help develop the blueprint for NextGen and they continue to have a seat at the table in setting NextGen priorities and investments through the NextGen Advisory Committee.” The Government Accountability Office said in a 2016 report that the United States “is generally considered to have the busiest, most complex and safest ATC system in the world.” (bit.ly/1Q9oiOF) The chief executives of United Airlines Inc, Delta Air Lines Inc, Southwest and JetBlue Airways Corp were among those who attended the meeting. After the meeting, Airports Council International-North America President and CEO Kevin Burke told reporters on a conference call that airport officials had urged Trump to lift the cap on airport passenger fees to address airport infrastructure needs.  Trump proposed during his campaign to spend $1 trillion over a decade to upgrade the country’s infrastructure. Trump also told the executives he recognized that U.S. airlines were facing pressure from foreign carriers. Heads of the three largest U.S. passenger carriers - American Airlines Group Inc, United and Delta - have urged the Trump administration to denounce the U.S. Open Skies agreements with the three major Middle Eastern carriers, which they accuse of having been unfairly subsidized by their governments.     The three airlines, Qatar, Etihad and Emirates [EMIRA.UL], have denied that their governments unfairly subsidize them. The Gulf airlines operate around 200 flights per week to 12 U.S. cities. “I know you’re under pressure from a lot of foreign elements and foreign carriers,” Trump said, adding that he wants foreign carriers also to do well. “They come with big investments, in many cases those investments come from their governments, but they are still big investments,” he said. ",politicsNews,"February 9, 2017 "
European Union asks Obama to stop 9/11 Saudi bill,"WASHINGTON (Reuters) - The European Union on Wednesday called on President Barack Obama to block a U.S. bill allowing survivors and families of victims of the Sept. 11 attacks to sue Saudi Arabia, saying it was in violation of international law. “The possible adoption and implementation of the (bill) would be in conflict with fundamental principles of international law and in particular the principle of State sovereign immunity,” the European Union delegation to the United States said in a letter to the U.S. Department of State seen by Reuters. The letter said the EU considers that the bill’s adoption and its implementation could have unwanted consequences, as other states adopt similar legislation.  Congress has overwhelmingly passed the Justice Against Sponsors of Terrorism Act, known as JASTA, in reaction to long-running suspicions, denied by Saudi Arabia, that hijackers of the four U.S. jetliners that attacked the United States in 2001  were backed by the Saudi government.  Obama in coming days is expected to veto the bill on grounds that other countries could use the law as an excuse to sue U.S. diplomats, service members or companies. But Congress could have the last word if the Senate and House of Representatives each override that veto by a two-thirds vote. ",politicsNews,"September 21, 2016 "
"Ship traffic could resume Tuesday at Port Arthur, Texas: U.S. Coast Guard","HOUSTON (Reuters) - The U.S. Coast Guard on Monday allowed some barge traffic to enter Port Arthur, Texas, home of the country’s largest oil refinery, and is considering allowing ships to enter on Tuesday, a spokesman said.  Ships are not yet allowed to enter the port along the Neches River because of extreme river currents from Hurricane Harvey, said Scott Whalen, director of the USCG’s Vessel Tracking Service at Port Arthur.  The largest crude oil processor in the United States, Motiva Enterprises’ Port Arthur Refinery, sits along the port. The 603,000 barrel per day refinery is one of the largest producers of gasoline in the United States.      Port Arthur, the Port of Beaumont and Port of Orange are deep water ports on the Sabine-Neches waterway near the Texas-Louisiana border and are the only three of 28 ports on the Texas coast still closed to ship traffic due to Harvey.       Survey results of the port are due Monday evening, and following an assessment the Coast Guard will determine if the port can reopen on Tuesday, Whalen said. Any reopening would entail restrictions such as daylight operations and on vessel draft, or depth.      “We are hoping to move it tomorrow,” he said. “We’ll try Port Arthur first and see how far we can get. Pilots do not feel it is safe to get ships into those areas.”      The Coast Guard currently has a two loaded barge limit for the Neches River, Whalen said. ",politicsNews,"September 4, 2017 "
Trump's lawyers say tax returns show little income from Russian sources,"WASHINGTON (Reuters) - A review of President Donald Trump’s tax returns from the past 10 years showed no income from Russian sources outside of a few exceptions, and indicated he did not owe money to Russian lenders, his lawyers said in a letter released by the White House on Friday. The letter, dated March 8, said the tax returns did not reflect any Trump income from Russian sources, aside from money earned during the 2013 Miss Universe pageant in Moscow and the 2008 sale of a Florida estate to a Russian billionaire.  Trump’s businesses also may have earned “immaterial” amounts of money from Russians over the years through ordinary sales transactions, including condominium rentals or sales, hotel rooms, rounds of golf, or sales of Trump-licensed products, Sheri Dillon and William Nelson, attorneys at Morgan Lewis and Bockius, said in the letter. The tax returns also did not reflect any payments by Trump or his businesses to Russian lenders, any Trump investments in Russian firms or any investment by Russians in Trump’s companies, the letter said. Morgan Lewis, a global law firm with 30 offices in cities around the world including New York and Moscow, was named Russia Law Firm of the Year in 2016 by London-based Chambers and Partners, a firm that ranks lawyers and law firms. The release of the letter by Trump’s long-time attorneys came as the president sought to calm the furor caused by his firing this week of FBI Director James Comey, who was leading an investigation into possible collusion between the Trump presidential campaign and Russia to influence the U.S. election. Comey’s firing on Tuesday and the White House’s shifting explanations about the rationale for the move have raised concerns among Democrats and others that the White House was trying to blunt the FBI probe. Trump and the White House have denied any such motive, but Trump told NBC on Thursday that the Russia probe was on his mind when he made the decision to fire the FBI director.     Republican Senator Lindsey Graham said on Tuesday he wanted to know more about Trump’s business dealings with Russia and intended to examine whether any connections existed between Russia and the Trump campaign or the president’s associates. The White House welcomed the fact-finding effort by Graham and a subcommittee he chairs. “He has no business in Russia; he has no connections to Russia,” White House spokesman Sean Spicer told reporters, adding that the president had directed his law firm to send Graham a certified letter stating as much. ",politicsNews,"May 12, 2017 "
California ballot has record number of local revenue measures,"SAN FRANCISCO (Reuters) - A record number of local tax and bond measures will fill the California ballot this November, including over $32 billion of proposed funding for education, infrastructure and homeless services. Some 650 local measures will go before voters, including 427 revenue measures. That is considerably more than the number proposed during any of the last five gubernatorial or presidential elections, according to data compiled by the local government finance consulting firm CaliforniaCityFinance.com. Previously, the most measure-packed election was in November 2014, with 268 local revenue measures. California is one of 24 states that allow initiative rights to its citizens. Voter-approved measures are used to raise revenues for specific construction projects, change tax policy, or create new laws.      In the Golden State and nationwide, a boom in bond proposals  follows years of federal cutbacks to state and local programs, continued low interest rates and years of unmet infrastructure needs. The largest monetary requests by local municipalities in California include $3.5 billion for the Bay Area Rapid Transit (BART), $1.2 billion for Los Angeles homeless housing and services, and $950 million for affordable housing in Santa Clara County. There are 184 local measures to fund public school and community college projects, totaling more than $25 billion.  Michael Coleman, head of CaliforniaCityFinance.com, said the surge in education bond measures coincides with statewide Proposition 51, which authorizes $9 billion in general obligation bonds for public school facilities. Proposition 55 aims to increase education funding by extending upper income tax rates. “There’s a lot of folks that think this is the time to go for a new school bond,” said Coleman. “They see it as a synchronous message, and time to get in line for matching funds.” The Nov. 8 election is a focus for statewide propositions as well. There are 17 in total, regarding issues ranging from marijuana legalization to the public cost of prescription drugs, tobacco taxes and the death penalty.  The surge of ballot measures comes during an election year in which the presidential race is sure to draw large crowds to voting booths. There is also the lingering effect of low voter turnout during the November 2014 election that reduced the signature threshold for a proposition to qualify.  Across the country, 74 citizen-initiated measures fill state ballots, more than double the number certified in 2014, according to Natalie Cohen, senior analyst at Wells Fargo Securities. Growing populist sentiment and frustration with traditional government contributed to the groundswell, Cohen wrote in a recent report about upcoming ballot measures. In California, some local measures are reactive to state propositions. For example, Proposition 64 aims to legalize recreational cannabis, and 37 local measures would create marijuana taxes for local cities and counties.  Thirteen countywide measures would fund transportation improvements. “That’s coming from an acknowledged, pent-up demand for badly needed infrastructure repairs,” Coleman said. Eighty-eight measures would increase or extend local sale taxes. Another 39 support parcel taxes for road improvements, fire and emergency services, hospitals and police. Parcel taxes are flat taxes on properties that originated after Proposition 13 severely limited property taxes in 1978.  Three Bay Area measures would tax sugary beverages. ",politicsNews,"September 22, 2016 "
Clinton's IT aide to plead the Fifth in email lawsuit: The Hill,"WASHINGTON (Reuters) - The man believed to have set up and maintained Hillary Clinton’s private email server will assert his Fifth Amendment rights against self-incrimination and refuse to answer questions as part of an open records lawsuit against the State Department, the Hill newspaper reported on Wednesday. Bryan Pagliano will decline to answer questions from Judicial Watch, the conservative legal watchdog group, during a deposition scheduled for Monday, his lawyers wrote in a court filing on Wednesday afternoon, according to The Hill.  ",politicsNews,"June 1, 2016 "
Chicago mayor unveils 'gimmick-free' budget for FY 2018,"CHICAGO (Reuters) - Chicago Mayor Rahm Emanuel proposed a fiscal 2018 budget on Wednesday that he said eschews “fiscal smoke and mirrors,” but critics said vestiges of those practices remain. In his annual budget speech to the city council, Emanuel said the spending plan is free of what he called any “budget gimmick” like so-called scoop and toss, which extends maturities on existing bonds to provide budget relief, for the first time since he took office. “Every single bad financial practice we inherited in 2011 has now been eliminated from the budget,” he said. The $10 billion budget, which includes $3.77 billion for operations, relies on $94 million in savings from a future bond refinancing under a new debt structure.  A chronic structural budget deficit and an unfunded pension liability that totaled $35.76 billion at the end of 2016 have led to low credit ratings and increased borrowing costs for the nation’s third-largest city. The mayor’s budget accelerates savings from a plan approved by the city council this month to refinance up to $3 billion of sales tax revenue and general obligation bonds through a new entity at lower interest rates. The new Sales Tax Securitization Corp will be assigned Chicago’s state-collected sales tax revenue and will pledge that money to pay off the refinanced bonds. Bond investors will have a statutory lien shielding the debt from municipal bankruptcy, which is not allowed under Illinois law. Carole Brown, Chicago’s chief financial officer, said the city will realize more savings from the debt refinancing in fiscal 2018, which begins on Jan. 1, than in 2019. “But we’ll expect to show savings annually until we’ve amortized all the debt,” she added. One critic, Alderman John Arena, said the new debt structure - which he opposed - could end up extending the life of some bonds by as much as 40 years.  “Our fear is that (Emanuel is) making the claim of moving scoop and toss out of the way we do business but really moving it over to that special entity,” he said.   Brown acknowledged that to achieve level debt service on the corporation’s bonds, maturities on existing bonds may change.  “It is possible we won’t 100 percent match maturity for maturity,” she said. The budget counts on $50.3 million in revenue growth, $19.35 million in spending cuts, as well as other measures to address a $114.2 million structural gap and more than $87 million in new spending for additional police hires and reforms. ",politicsNews,"October 18, 2017 "
Trump says he believes block-grant healthcare bill will pass,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Tuesday he believed Republicans had enough votes to pass a healthcare bill that would allocate block grants to states. “As soon as we’re finished with taxes ... we really feel like we have the votes to get block grants into the states where the states can much better manage this money and much better take care of the people,” Trump told reporters. ",politicsNews,"October 17, 2017 "
Highlights: The Trump presidency on March 6 at 7:50 p.m. EST,"(Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Monday: Trump signs a revised executive order banning citizens from six Muslim-majority nations from traveling to the United States but removing Iraq from the list, after his controversial first attempt was blocked in the courts. Iraq expresses “deep relief” at Trump’s decision to remove it from a list of countries targeted in a U.S. travel ban. Demand for travel to the United States in the coming months is flat following a positive start to the year, with uncertainty over a possible new U.S. travel order likely deterring visitors, a travel analysis company says. TRUMP-OBAMA Trump still has confidence in FBI Director James Comey, the White House says, despite Comey’s assertiveness in challenging Trump’s claim that the Obama administration wiretapped him during the 2016 election campaign. Republicans in the U.S. House of Representatives unveil long-awaited legislation to repeal much of the Obamacare healthcare law, including its expansion of the Medicaid program for the poor. Trump tells Japanese Prime Minister Shinzo Abe the United States is with Japan “100 percent” over phone talks they hold to discuss North Korea’s latest missile launches, Abe tells reporters. The White House says the United States is deploying an advanced anti-missile defense system to South Korea as part of steps to bolster its ability to defend against North Korean ballistic missiles.     Attorney General Jeff Sessions defends his conduct at a January confirmation hearing where he denied having contacts with Russian officials during the course of the presidential campaign when he was an adviser to Donald Trump. Trump administration trade adviser Peter Navarro says a $65 billion U.S. trade deficit with Germany is “one of the most difficult” trade issues, and bilateral discussions are needed to reduce it outside of European Union restrictions.  The Japanese government says its trade minister and his U.S. counterpart, Commerce Secretary Wilbur Ross, agree to meet as soon as possible to prepare for bilateral economic talks. Two Republicans senators are joining four Democrats in demanding the White House provide more information about an executive order that has sown confusion among international organizations involved in family planning, AIDS treatment and other healthcare issues. The Trump administration is reviewing the possibility of a key change to U.S. biofuels policy requested by oil refiners and Carl Icahn, the billionaire investor and special adviser on regulations to Trump, a White House official says. ",politicsNews,"March 6, 2017 "
"Climate change should not be 'partisan issue,' Kerry says","CAMBRIDGE, Mass. (Reuters) - Work to avert the problems caused by climate change should not be a partisan issue, outgoing Secretary of State John Kerry told students at an elite U.S. engineering school on Monday, in one of his final speeches as the nation’s top diplomat. Kerry noted U.S. officials from military and intelligence leaders to the mayors of coastal cities agree the problem of rising sea levels and erratic rainfall is one that they want to take action on, and he urged the incoming administration of Republican President-elect Donald Trump to tackle head on. Trump, a New York real estate developer who has never held elected office, has described climate change as a hoax and vowed to pull the United States out of the deal negotiated in Paris in 2015 to cut global greenhouse gas emissions. But in an interview with the New York Times in November, Trump said he was keeping an open mind on whether to pull out of the accord. “I’m not going to speculate about the policies that our President-elect and his Secretary of State will choose to pursue, but I will tell you this ... some issues look a lot different when you’re actually in office compared to when you’re on the campaign trail,” Kerry said at the Massachusetts Institute of Technology in Cambridge.  “The truth is that climate change shouldn’t be a partisan issue. It’s an issue that all of us should care about, regardless of political affiliation.” The U.S. Senate this week is due to begin the process of confirming Trump’s political appointments, including proposed Environmental Protection Agency chief Scott Pruitt, the attorney general of Oklahoma, who has repeatedly challenged the agency’s authority in the courts. Many Republicans in Congress argue environmental regulations slow business growth and job creation, both expected to be top priorities for the Trump administration. Kerry referenced a U.S. intelligence report published on Monday that listed climate change among the factors that could raise the risk of conflict between nations. Obama on Monday echoed the message in an article published in Science magazine.  Kerry called on researchers and students at MIT to keep up their work on improving energy efficiency and inventing new energy sources, regardless of government policies. “It’s going to be innovators, researchers, entrepreneurs, and business leaders ... who will continue to create the technological advances that forever revolutionize the way we power our world,” Kerry said. “Every person in this room – indeed, every person on the planet – has an interest in making sure that transition happens as quickly as possible.” ",politicsNews,"January 9, 2017 "
White House pledges aid to help Chicago quell violence,"WASHINGTON/CHICAGO (Reuters) - President Donald Trump’s vow to “send in the Feds” if Chicago is unable to cut shootings and killings is a pledge to provide law enforcement or other federal assistance so that the city’s citizens will feel safe, the White House said on Wednesday. “We’ll hopefully get a dialogue started with Mayor (Rahm) Emanuel to try to figure out what a path forward can be so that we come up with a plan that can keep the people of Chicago safe,” said White House spokesman Sean Spicer. Emanuel told reporters that he has always welcomed federal help in Chicago and he would like to see the city’s partnership with federal law enforcement agencies like the Federal Bureau of Investigation and the Drug Enforcement Agency enhanced and strengthened.  “Chicago, like other cities right now that are dealing with gun violence, want the partnerships with federal law enforcement agencies in a more significant way,” Emanuel said.  Emanuel added that he was opposed to deployment of the National Guard, which he said would be counterproductive to reinvigorating community policing in the city, calling it “antithetical” to these efforts.   “The National Guard has nothing to do with public safety,” he said. The mayor, who noted Chicago is not alone in seeing spiking crime rates, said the problem must also be addressed with programs for after-school activities, summer jobs, and mentoring, as well the “certainty of sentencing” at the state and federal levels for gun crimes. Last year, the Midwest city of 2.7 million saw a surge of violence with 762 murders, an uptick of 57 percent from the previous year.  The mayor and Police Superintendent Eddie Johnson have said that those who commit shootings do not fear the repercussions due to lax sentences for gun offenders.    Trump has periodically cited Chicago’s violence as an example of rising inner city crime. Urban violence, drug trafficking and poverty were recurring themes in Trump’s campaign appearances.  (Story refiled to add missing letter to word “last” in paragraph 8) ",politicsNews,"January 25, 2017 "
Indian court sentences two Mumbai 1993 blasts convicts to death,"MUMBAI (Reuters) - An Indian court on Thursday sentenced to death two men convicted of involvement in India s most deadly bombings, a series of blasts in the city of Mumbai that killed 257 people in 1993, while two others were jailed for life. Investigators said the bombs were ordered by India s most wanted man, gangster Dawood Ibrahim, to avenge the demolition of the historic Babri mosque in north India by Hindu hardliners in 1992, during a period of religious conflict. Ibrahim is believed to be hiding in Pakistan. Pakistan denies that. The court sentenced Feroz Abdul Rashid Khan and Taher Merchant to death, while Abu Salem and Karimullah Khan were jailed for life, a lawyer for the federal police, Deepak Salvi, told reporters. A fifth man, Riyaz Siddiqui, was sentenced to 10 years in prison, Salvi said. Lawyers for the convicted men did not answer their telephones, and it was not immediately known if they would appeal against the sentences. Legal proceedings against those accused of being involved in the bombings have resulted in more than 100 convictions, most of which are still winding their way through the legal system because of appeals and commutations of sentences. One suspect in the case, Yakub Memon, was hanged in 2015. In June, a court had ruled the five guilty of involvement in the blasts that shook India s financial hub more than two decades ago. A six man also found guilty at that time died in prison before sentencing. ",worldnews,"September 7, 2017 "
Portugal heading for another record year for tourist arrivals,"LISBON (Reuters) - The number of foreign tourists visiting Portugal jumped around 13 percent in January-July, putting the country firmly on track for another record year for tourism, which has been a key driver of its economic recovery since a 2011-14 debt crisis. The National Statistics Institute said on Thursday in its monthly data on the hotel sector that over 7.1 million foreign visitors stayed in Portuguese hotels through July, which helped drive total hotel revenues over 17 percent higher to 1.8 billion euros ($2.14 billion). Portugal s arrivals growth outpaced those in neighboring Spain, which chalked up a 11 percent rise in the same period, according to official Spanish data. Despite a deceleration in July from June levels, both the tourist arrivals and revenues so far this year maintained the pace of growth seen in 2016, when tourist arrivals exceeded 10 million for the first time.  August is traditionally the strongest month by far for holiday-making in Portugal, which lures foreign visitors with its beaches, historic sites and some of the lowest prices for wining and dining in western Europe. Pop star Madonna has this month become the most illustrious of a growing number of foreign residents in Portugal, which was also named Europe s top destination for expatriates in a survey by social network InterNations.   Hotel revenues and all travel-related revenues account for about 10 percent of Portugal s gross domestic product. The tourism sector is also a key source of employment. Tourism has been growing since 2011, helping the heavily indebted country overcome its economic and debt crisis. Economic growth this year is expected to accelerate to over 2 percent from 1.4 percent in 2016. Portugal has opened dozens of new hotels in the past year and private entrepreneurs have redeveloped hundreds of apartment buildings in old parts of Lisbon and other areas to rent to tourists, helping the country s flagging construction sector. ",worldnews,"September 14, 2017 "
Headless torso could belong to submarine journalist: Danish police,"COPENHAGEN (Reuters) - Danish police said on Tuesday the size of a headless female torso found on the sea s edge in Copenhagen suggested it could be that of a Swedish journalist who died after taking a submarine ride with the vessel s Danish inventor. Police said divers were still searching the area and they were investigating reports of other body parts that may have been spotted in Copenhagen harbor. Danish inventor Peter Madsen has been charged with killing Kim Wall, a Swedish journalist, in his home-made submarine.   We re dealing with a torso where arms, legs and head were cut off deliberately. The length of the torso doesn t speak against it being Kim Wall, but we still don t know,  Copenhagen police spokesman Jens Moller said in a video statement. Madsen told a court she had died in an accident on board the submarine and that he had buried her at sea, changing his earlier statement that he dropped her off alive in Copenhagen. Police are conducting DNA tests to identify the torso - found on Monday by a passing cyclist - and the results are due Wednesday morning, Moller said. The bizarre case has dominated Danish and Swedish media, and drawn interest from around the world. Madsen has been charged with the manslaughter of Wall, who has been missing since he took her out to sea in his 17-metre (56 feet) submarine on Aug. 10. He denies the charge. He was rescued a day later after his UC3 Nautilus sank in the narrow strait between Denmark and Sweden. Police found nobody else in the wreck. Madsen, an entrepreneur, artist, submarine builder and aerospace engineer, went before a judge on Saturday for preliminary questioning. The case is closed to the public in order to protect further investigations, police said. ",worldnews,"August 22, 2017 "
Netanyahu pledges to promote 'responsible policies' at Trump meeting,"JERUSALEM (Reuters) - Prime Minister Benjamin Netanyahu said on Sunday he would present “responsible policies” in talks with U.S. President Donald Trump, signaling to the Israeli far-right to curb its territorial demands in the occupied West Bank. Netanyahu leaves for Washington on Monday and will see Trump at the White House on Wednesday for their first meeting since the Republican’s inauguration last month, with the Israeli-Palestinian conflict and policy toward Iran on the agenda. During his 2016 election campaign, Trump indicated his presidency would be a boon for Israel and tough on Palestinians, after an acrimonious relationship between his predecessor Barack Obama and Netanyahu that included clashes over settlement building and Iran’s nuclear program. Trump talked of moving the U.S. Embassy to Jerusalem, naming an ambassador who backs Israeli settlement on occupied land which Palestinians seek for a state and exerting no pressure on Israel for peace negotiations, which collapsed in 2014. But he has since toned down his pro-Israel bravado ahead of Netanyahu’s visit, a change that could help the prime minister keep in check ultra-nationalist coalition partners calling on him to push a more militant agenda. “To believe there are no restrictions now would be a mistake,” Israel Radio quoted Netanyahu as telling members of his Likud party with respect to settlement expansion now that Trump is in office. On the eve of Netanyahu’s departure for Washington, Education Minister Naftali Bennett, leader of the ultra-nationalist Jewish Home party, publicly cautioned him not to mention the words “two-state solution” in talks with Trump. Bennett’s party is also promoting the annexation of parts of the West Bank. Netanyahu has stopped short of endorsing those positions - steps that would put Israel at odds with long-standing U.S. and European policies - while speaking of building in major settlement blocs Israel intends to keep in any future peace deal. In public remarks to his cabinet on Sunday, he seemed to urge the far-right to tone down its expectations. “I understand there’s great excitement about this meeting (with Trump),” he said. “But ... my primary concern is Israel’s security (and) strengthening our solid alliance with the United States.” That, Netanyahu said, “requires responsible policies, policies that are given careful consideration - and that’s how I intend to act.” He did not elaborate. His comments appeared to echo remarks Trump made in an interview published on Friday in the pro-Netanyahu Israeli daily Israel Hayom. Calling on Israel “to be reasonable with respect to peace”, he said settlements “don’t help the process”. In recent weeks, Netanyahu approved the construction of some 6,000 settler homes in the West Bank and East Jerusalem, drawing Palestinian and international condemnation which the Trump administration did not join. However, Trump’s remarks in the Israeli newspaper interview appeared to take a tougher line toward Israeli settlement policy.  ",politicsNews,"February 12, 2017 "
Swiss right-wing's Blocher: Trump win a warning to world establishment,"ZURICH (Reuters) - Donald Trump’s U.S. election victory, on the heels of Britain’s vote to exit the European Union, was fuelled by voters who feel neglected and shunned by establishment leaders, prominent Swiss right-winger Christoph Blocher said on Wednesday.  Blocher, a top official in the anti-immigration Swiss People’s Party who engineered its ascent to become the biggest faction in the Swiss parliament, said Trump’s win over Democrat Hillary Clinton was a warning to current world leaders not to go over citizens’ heads on issues including immigration. “People feel powerless against those who rule them, and for them, Trump is a release valve,” Blocher said in an interview. “The unexpected result ... should give pause to those who are in power around the world.”  Next year, the Netherlands, France and Germany - and possibly Italy and Britain too - will hold elections in which debate is likely to be driven by populist parties over issues including immigration. [nL8N1D83Q4] That was also a central theme in Britain’s June 23 “Brexit” vote to end 43 years of EU membership. [nU8N1B401J] Non-EU Switzerland is seeking to balance demands by voters in 2014 for immigration quotas for EU workers without torpedoing trade agreements with the bloc. Blocher’s party has said alternatives now being considered ignore the will of voters. [nU8N1B401J][nL8N1BX4CB] “When politicians in Berne refuse to take the vote against mass immigration seriously, it will only lead to a shock like it did in America,” Blocher said. Blocher said Europe’s responses to immigration amid violent Islamist attacks in France, Belgium and Germany have helped populist political parties including France’s National Front, as well as the Alternative for Germany, gain traction. [nL4N1DA4PG] “They stand out because they are taking on problems the establishment refuses to tackle. One big question that you have to speak openly about is the immigration from Islamic countries. You can’t just tear down everybody who is critical of this.” ",politicsNews,"November 9, 2016 "
"In movie-style heist, Kenya robbers tunnel into bank opposite police station","NAIROBI (Reuters) - In a heist reminiscent of a Hollywood movie, Kenyan robbers spent months tunneling into the bowels of a bank located opposite a police station and stole the equivalent of half a million dollars, police said on Tuesday. Police said they had arrested two men and one woman over the robbery but had not recovered the 50 million Kenyan shillings, reported missing by staff at the branch of Kenya Commercial Bank (KCB) on Monday when they showed up to work.  We have not recovered the stolen money,  said Simba Willy, sub-county police commander in the town of Thika, northeast of Nairobi, where the heist took place.  We suspect the robbers hired one of the shops near the bank (while digging their tunnel),  Willy told Reuters. The robbers were able to remove the earth during their months-long excavations without arousing suspicion by concealing it in boxes, the Daily Nation newspaper quoted local traders as saying. The traders described the two young men who had rented the store as  very hardworking  and  introverts . KCB, which is the region s biggest bank by assets, confirmed the break-in on Twitter.  But the Kenyans have competition for the title of most ingenious robbery. Last month Brazilian police foiled a plot to rob a Sao Paulo bank after discovering a 500-metre underground tunnel kitted out with lighting and ventilation systems.     ",worldnews,"November 21, 2017 "
